OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
1538,2748,2ND AVE,621,Y,1970/01/01 00:00:00+00,,,10500,,10500,Estimate,,251.61820431276
1539,10001,DENNY WAY,1070,B,1970/01/01 00:00:00+00,,,30000,,30000,Estimate,,364.837265780067
1540,23397,WEST GREEN LAKE DR N,1721,N,2018/05/23 00:00:00+00,981,1294,13670,12754,12600,Study(Normalized),,374.903984285375
1541,"10413,10414,10420,10416,10418,10417,10412,10411,10415,10419",FAUNTLEROY WAY SW,176,N,2015/12/02 00:00:00+00,,,11290,11091,11300,Study - 13-15,,4610.66559919627
1542,"4517,21216","3RD AVE S,S ROYAL BROUGHAM WAY",517,N,2017/09/20 09:30:00+00,441,394,4099,4316,4100,Study,,472.913509778763
1543,13501,WESTERN AVE,720,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,306.035898726606
1544,20484,S JACKSON ST,571,B,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,321.199959388149
1545,"9416,9417",BROAD ST,1096,N,2015/08/19 00:00:00+00,,,8514,9131,8500,Study - 13-15,,1098.30108365286
1546,"18909,18911,18910,18912,18908",NW 80TH ST,1758,N,2018/02/01 08:30:00+00,383,442,4742,4615,4700,Study,,1339.60139283595
1547,"23618,23619",W NICKERSON ST,1405,N,2018/07/19 00:00:00+00,1780,1447,21685,20553,21000,Study(Normalized),,731.102618684727
1548,17994,NE CAMPUS PKWY,1403,N,2018/06/15 00:00:00+00,172,217,2362,2268,2300,Study(Normalized),,285.005152362379
1549,"2100,2101,2097,2099,2098",15TH AVE NW,1563,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,1319.41313556352
1550,22297,SW HENDERSON ST,107,N,2018/01/24 11:45:00+00,513,639,6873,6569,6900,Study,,280.810945824839
1551,"2768,2767,2766,2769",2ND AVE,1022,Y,1970/01/01 00:00:00+00,,,8800,,8800,Estimate,,1231.54592589369
1552,"8640,1501,23058,23059","9TH AVE W,11TH AVE W,W BARRETT ST",1291,N,2015/11/17 00:00:00+00,,,3332,3219,3300,Study - 13-15,,1499.26716579329
1553,11313,LATONA AVE NE,1695,N,2018/08/30 00:00:00+00,204,262,2499,2406,2500,Study(Normalized),,285.342361729431
1554,8282,8TH AVE,949,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,446.682858197712
1555,8523,9TH AVE,974,Y,2018/07/24 00:00:00+00,326,406,4303,3723,4200,Study(Normalized),,426.920417710761
1556,"2518,2517",17TH AVE NE,1498,N,2018/05/31 00:00:00+00,100,187,1957,1894,1800,Study(Normalized),,1319.22212483516
1557,"4475,4472,4473,4476,4474",3RD AVE NW,1778,N,2018/05/23 00:00:00+00,715,887,9747,9275,9000,Study(Normalized),,1344.61340104499
1558,"11266,11268,11263,11267,11265,11271,11272,11273,11264,11269,11270,11229","LAKESIDE AVE S,LAKE WASHINGTON BLVD S",481,N,2015/03/17 00:00:00+00,,,8066,7258,8100,Study - 13-15,,4925.10854900072
1559,"15422,15427,15424,15423,15425,15426,15421,16726","N 40TH ST,NE 40TH ST",1383,N,2015/09/18 00:00:00+00,,,12803,11972,12800,Study - 13-15,,2325.62771089274
1560,19210,NW LEARY WAY,1493,N,2017/09/21 13:15:00+00,686,851,9976,10419,10000,Study,,623.310877219313
1561,4380,3RD AVE,733,Y,2017/08/24 07:00:00+00,710,700,9260,9656,9300,Study,,305.798007340684
1562,14725,E ROANOKE ST,1264,N,2018/04/12 00:00:00+00,1434,1242,17684,16708,18100,Study(Normalized),,326.345401624359
1563,"19675,19677,19678,19676,19680,19679",S COLLEGE ST,466,N,2017/11/15 10:15:00+00,455,546,5537,4966,5500,Study,,1932.29548519305
1564,"20816,20815,20814",S MCCLELLAN ST,436,N,2018/10/09 00:00:00+00,640,790,9081,8671,9100,Study(Normalized),,787.671807154411
1565,"5375,5377,5380,5370,5379,5378,5369,5372,5374,5376,5371,5373",35TH AVE NE,1801,N,2014/01/07 00:00:00+00,,,16123,14922,16100,Study - 13-15,,2647.0871733247
1566,"13724,13725",SR99 NB ON RP,11,N,2015/06/09 00:00:00+00,,,25170,23766,25200,Study - 13-15,,2261.29564919588
1567,12863,SPRING ST,734,Y,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,322.260765863575
1568,6130,4TH AVE,802,Y,2015/07/07 00:00:00+00,,,20292,18726,20300,Study - 13-15,,425.870096644185
1569,"20777,20776,20778,20775",S MASSACHUSETTS ST,494,N,2018/03/27 00:00:00+00,604,580,7733,7334,7500,Study(Normalized),,1121.40136699338
1570,"350551,2183,516437,10222","15TH AVE W,ELLIOTT AVE W",1990,N,1970/01/01 00:00:00+00,,,40000,,40000,Estimate,,856.211596560063
1571,12723,SAND POINT WAY NE,1666,N,2018/01/09 13:30:00+00,1333,1492,16217,14954,16200,Study,,1329.04864012219
1572,"10095,10094,10093,10092",DEXTER AVE N,1278,N,2018/10/11 00:00:00+00,729,1079,8811,7927,8800,Study(Normalized),,2646.39454967313
1573,"12911,12912",STEWART ST,1077,B,2018/06/21 00:00:00+00,1680,746,15441,14697,15100,Study(Normalized),,593.706133696183
1574,4383,3RD AVE,795,Y,2015/07/07 00:00:00+00,,,9132,4535,9100,Study - 13-15,,426.066326496013
1575,"4227,4228",28TH AVE W,1216,N,2018/06/27 00:00:00+00,256,288,3401,3303,3300,Study(Normalized),,324.998445889925
1576,"13826,13823,13824,13825",E ALOHA ST,1174,N,2018/05/08 00:00:00+00,571,561,6380,5959,5900,Study(Normalized),,1218.35758551522
1577,10568,FREMONT WAY N,1321,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,336.91673287937
1578,14355,E MADISON ST,1085,N,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,505.957645326608
1579,"1502,23090,23092,23085,23086,23088,23089,23091,23087","11TH AVE W,W BERTONA ST",1318,N,2017/11/13 11:00:00+00,246,333,3210,3095,3200,Study,,3349.33820088685
1580,4377,3RD AVE,674,Y,2017/09/18 10:15:00+00,639,559,7543,6914,7500,Study,,305.924324305165
1581,"8728,8730,8729",ALASKAN WAY,880,Y,1970/01/01 00:00:00+00,,,15308,14965,15300,Estimate,,1584.91804822345
1582,"8994,8992,8993",AURORA AVE N,1904,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,1327.54552540881
1583,1009,1ST AVE,796,Y,2017/08/30 09:15:00+00,1238,1431,17839,17413,17800,Study,,426.03149768695
1584,8277,8TH AVE,787,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,306.126671949445
1585,"10200,10201",ELLIOTT AVE,832,Y,2015/03/03 00:00:00+00,,,3363,3243,3400,Study - 13-15,,594.242604619715
1586,11371,LENORA ST,965,Y,2017/11/08 09:30:00+00,266,410,4504,4169,4500,Study,,322.006990851193
1587,"11347,11348",LEARY WAY NW,1488,N,2017/11/08 12:00:00+00,1339,1526,18085,17319,18100,Study,,830.424563500016
1588,"1897,1898,1899,1903,1901,1895,1900,1896,1904,1902",14TH AVE NW,1649,N,2014/01/08 00:00:00+00,,,6862,6391,6900,Study - 13-15,,2658.98198775175
1589,"13189,13191,13190",UNIVERSITY BR,1962,N,2018/10/01 00:00:00+00,,,27691,30470,25400,Study(Normalized),,1601.90487702065
1590,9325,BOREN AVE,1042,B,2017/10/04 14:30:00+00,1006,815,11927,11462,11900,Study,,359.626772032627
1591,12315,QUEEN ANNE AVE N,1253,N,2018/01/11 12:30:00+00,363,452,5716,5670,5700,Study,,670.390204329556
1592,"486587,11552,486569,11553,11554,11557,11556,486588",M L KING JR WAY S,208,N,2018/06/01 00:00:00+00,,,13592,13051,25100,Study(Normalized),Combined,3456.60539537277
1593,"1358,1359",10TH AVE W,1238,N,2014/06/19 00:00:00+00,,,4173,4006,4200,Study - 13-15,,1328.55900860183
1594,"8708,8707",AIRPORT WAY S,2003,N,2018/06/18 00:00:00+00,1539,966,11689,11671,11400,Study(Normalized),,480.94282176447
1595,15356,N 38TH ST,1328,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,289.718293756042
1596,17989,NE CAMPUS PKWY,1386,N,2018/06/15 00:00:00+00,181,234,2567,2400,2500,Study(Normalized),,278.949829168707
1597,"14947,14949,14950,14948,14951",E YESLER WAY,593,N,2018/06/13 00:00:00+00,743,776,9650,9401,9400,Study(Normalized),,1374.40533491306
1598,"19693,19696,19698,19694,19697,19695,19699",S COLUMBIAN WAY,323,N,2015/07/22 00:00:00+00,,,15724,14986,15700,Study - 13-15,,2887.64840163832
1599,"1959,1957,1958,1956,1960",14TH AVE S,127,N,2015/05/06 00:00:00+00,,,38988,33570,39000,Study - 13-15,,1535.01184231603
1600,12775,SENECA ST,767,Y,2015/12/01 00:00:00+00,,,9624,8894,9600,Study - 13-15,,321.605459166326
1601,6136,4TH AVE,886,Y,1970/01/01 00:00:00+00,,,16100,,16100,Estimate,,426.049110237671
1602,"14638,14639",E PINE ST,957,N,2018/01/23 12:15:00+00,513,552,7380,7360,7400,Study,,644.215264513066
1603,"2044,2043",15TH AVE NE,1598,N,2015/01/08 00:00:00+00,,,4785,4358,4800,Study - 13-15,,328.324468562168
1604,2058,15TH AVE NE,1749,N,2018/03/23 00:00:00+00,502,739,6684,6293,6500,Study(Normalized),,306.407030441304
1605,"16537,16538",NE 130TH ST,1901,N,2018/05/01 00:00:00+00,2050,2161,27481,27224,25300,Study(Normalized),,845.483537425844
1606,"11718,336413,11719,11717,11715,11716,11714,336415,11720",MCGILVRA BLVD E,1145,N,2018/08/30 00:00:00+00,151,188,1987,1801,2000,Study(Normalized),,6150.95108072637
1607,13538,WESTLAKE AVE N,1188,N,2018/03/20 00:00:00+00,1455,1671,21848,20995,21300,Study(Normalized),,557.614866004772
1608,8651,SEATTLE BLVD S,539,N,2018/06/18 00:00:00+00,805,732,8422,8005,8200,Study(Normalized),,403.121523754352
1609,2513,17TH AVE SW,78,N,2017/12/19 14:15:00+00,462,586,6827,6503,6800,Study,,540.379128774329
1610,"2107,2110,2111,2105,2109,2102,2108,2106,2103,2104",15TH AVE NW,1651,N,1970/01/01 00:00:00+00,,,35000,,35000,Estimate,,2672.01905461376
1611,16843,NE 45TH ST,1453,N,2018/02/21 08:45:00+00,1846,2174,33004,33067,33000,Study,,549.173284670037
1612,"13642,13640,13641",WOODLAND PL N,1605,N,2018/05/15 00:00:00+00,165,205,1940,1925,1800,Study(Normalized),,813.958967913127
1613,8161,7TH AVE,961,Y,1970/01/01 00:00:00+00,,,9500,,9500,Estimate,,425.8738713411
1614,"3017,3016",20TH AVE NW,1566,N,2018/03/08 11:00:00+00,428,719,6932,6645,6900,Study,,729.691115494252
1615,"15266,15265",N 145TH ST,1934,N,2018/08/28 00:00:00+00,1053,1355,16615,15380,16600,Study(Normalized),,665.504846306359
1616,11145,LAKE CITY WAY NE,1748,N,2017/07/25 10:30:00+00,2722,2461,36598,35150,36600,Study,,419.795680170735
1617,"10168,10169,334268,334269,10170",EASTLAKE AVE E,18,N,2014/10/29 00:00:00+00,,,6558,5593,6600,Study - 13-15,,2857.96896007976
1618,10896,HIGHLAND PARK WAY SW,193,N,1970/01/01 00:00:00+00,,,23000,,23000,Estimate,,198.293349293943
1619,"22298,22301,22300,22299",SW HENDERSON ST,110,N,2013/05/13 00:00:00+00,,,6285,6026,6300,Study - 13-15,,1234.15234330112
1620,"15797,15800,15799,15798,17249,17250,17248","N 65TH ST,NE 65TH ST",1638,N,2018/05/15 00:00:00+00,571,746,7856,7843,7200,Study(Normalized),,1457.64670620364
1621,16732,NE 40TH ST,1387,N,2015/05/18 00:00:00+00,,,18854,16647,18900,Study - 13-15,,486.832997788441
1622,"14861,14860,14863,14859,14862",E THOMAS ST,1092,N,2018/03/20 00:00:00+00,669,719,9314,8746,9100,Study(Normalized),,1322.34194917293
1623,"166439,166440,13475,166448","WATERS AVE S,64TH AVE S",61,N,2018/01/11 13:30:00+00,132,185,1842,1783,1800,Study,,1237.11981595449
1624,"3354,3356,3352,3353,3355",23RD AVE,619,N,2018/02/16 11:00:00+00,1237,1535,18456,17074,18500,Study,,1660.00616828956
1625,7886,6TH AVE,903,Y,2018/07/26 00:00:00+00,988,836,13107,13750,12700,Study(Normalized),,254.758624914407
1626,18090,NE RAVENNA BLVD,1600,N,2014/10/21 00:00:00+00,,,3656,3620,3700,Study - 13-15,,414.720318696006
1627,1000,1ST AVE,623,Y,2017/10/02 11:45:00+00,1165,927,12475,11333,12500,Study,,311.238965139393
1628,"14416,14417,14418",EAST MARGINAL WAY S,185,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,2434.82903312633
1629,13183,UNION ST,797,Y,2015/12/01 00:00:00+00,,,15159,14220,15200,Study - 13-15,,321.874416318632
1630,"19232,19233",NW MARKET ST,1570,N,2018/10/10 00:00:00+00,701,870,11307,11036,11300,Study(Normalized),,644.446406109071
1631,16812,NE 43RD ST,1418,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,284.93675917908
1632,"15273,15274,15278,15267,15272,15279,15269,15275,15268,15270,15277,15271,15276",N 145TH ST,1932,N,2018/01/01 00:00:00+00,,,,24000,24000,Study,,2662.87213559986
1633,13311,VIRGINIA ST,852,Y,1970/01/01 00:00:00+00,,,5800,,5800,Estimate,,322.245300859587
1634,14343,E MADISON ST,900,N,2017/09/14 09:00:00+00,996,1052,13837,13576,13800,Study,,375.91050733692
1635,9481,BROOKLYN AVE NE,1445,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,535.567545597495
1636,"13083,13079,13087,13082,13084,339870,334520,13080,13086,13081,13085,7277,7276,7275,7274","TAYLOR AVE N,5TH AVE N",1224,N,2015/11/03 00:00:00+00,,,5778,5352,5800,Study - 13-15,,4626.61638313215
1637,"16849,16850",NE 45TH ST,1448,N,2017/09/27 11:30:00+00,2093,2260,34754,34525,34800,Study,,565.108690210839
1638,"10792,10785,10791,10795,10794,10787,10788,10789,10793,10790",GREENWOOD AVE N,1935,N,2015/05/19 00:00:00+00,,,24455,22208,24500,Study - 13-15,,3974.74367000797
1639,"15415,15414,15413,15412",N 40TH ST,1381,N,1970/01/01 00:00:00+00,,,2600,,2600,Estimate,,1203.73675525388
1640,"13267,13266,13265,578003",VALLEY ST,1160,N,2015/01/29 00:00:00+00,,,10708,9504,10700,Study - 13-15,,1055.88197706772
1641,"10961,10962",HOWELL ST,983,Y,2015/03/04 00:00:00+00,,,14681,13152,14700,Study - 13-15,,654.814913141299
1642,9730,COLUMBIA ST,666,Y,2018/09/13 00:00:00+00,864,526,7732,6409,8100,Study(Normalized),,322.013961848056
1643,"2145,2149,2146,2150,2147,2148",15TH AVE S,442,N,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,2554.93535759444
1644,"12307,12306,12308,12304,12302,12303,12301,12305",QUEEN ANNE AVE N,1195,N,2017/07/26 09:30:00+00,895,1108,14166,13709,14200,Study,,2422.69510815463
1645,"15419,15418,15417,15420,15416",N 40TH ST,1393,N,2015/12/14 00:00:00+00,,,12333,11426,12300,Study - 13-15,,1537.22104624706
1646,9001,AURORA AVE N,1933,N,2015/05/19 00:00:00+00,,,36039,33492,36000,Study - 13-15,,113.508989978577
1647,10960,HOWELL ST,940,Y,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,357.537268804696
1649,13344,WEST SEATTLE BR WB,2010,N,1970/01/01 00:00:00+00,,,31000,,31000,Estimate,,605.394282035866
1650,"8018,8021,8020,8019,8017",6TH AVE S,267,N,2017/11/27 09:00:00+00,505,534,5933,5314,5900,Study,,2656.95435443706
1651,"12225,12224",PINE ST,942,B,2018/07/24 00:00:00+00,797,657,11307,10940,11000,Study(Normalized),,552.467481285015
1652,"16871,16868,16867,16866,16869,16870",NE 45TH ST,1431,N,2015/10/22 00:00:00+00,,,4397,3936,4400,Study - 13-15,,2445.28899555229
1653,12860,SPRING ST,699,Y,2018/07/18 00:00:00+00,325,346,4828,4732,4700,Study(Normalized),,321.799306672003
1654,10003,DENNY WAY,1066,B,2014/08/13 00:00:00+00,,,28240,28272,28200,Study - 13-15,,352.710872772953
1655,"21708,21709,21704,21705,21707,21706",SW ADMIRAL WAY,461,N,2015/09/24 00:00:00+00,,,14384,14120,14400,Study - 13-15,,2196.3919753968
1656,23583,W MERCER ST,1142,N,1970/01/01 00:00:00+00,,,9769,,9800,Estimate,,322.001157808827
1657,23427,W HAYES ST,1210,N,2018/06/27 00:00:00+00,102,191,1544,1485,1500,Study(Normalized),,376.371840322643
1658,7264,5TH AVE N,1152,N,1970/01/01 00:00:00+00,,,14500,,14500,Estimate,,314.236054558868
1659,6227,4TH AVE S,583,Y,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,306.19302367472
1660,"9985,9986",DELRIDGE WAY SW,133,N,2015/04/24 00:00:00+00,,,15719,15351,15700,Study - 13-15,,1309.60864799238
1661,"2056,2055,2057",15TH AVE NE,1725,N,2017/08/31 10:15:00+00,607,809,7883,6975,7900,Study,,1324.47194524996
1662,4386,3RD AVE,853,Y,2018/08/16 00:00:00+00,753,945,11754,11579,11800,Study(Normalized),,426.106120788547
1663,"8949,8951,8950",AURORA AVE N,1974,N,1970/01/01 00:00:00+00,,,40000,,40000,Estimate,,596.487450481145
1664,16934,NE 50TH ST,1505,N,2018/10/04 00:00:00+00,944,1210,14219,13615,14200,Study(Normalized),,280.117261115111
1665,164885,SW ADMIRAL WAY,33,N,2015/04/07 00:00:00+00,,,2867,2619,2900,Study - 13-15,,874.75371292392
1666,1410,11TH AVE NE,1508,N,2017/08/23 08:30:00+00,321,744,5547,5075,5500,Study,,662.403299525259
1667,"9392,9393",BOYLSTON AVE E,1263,N,2017/12/14 11:30:00+00,874,919,12144,11437,12100,Study,,1263.23040494451
1668,10167,EASTLAKE AVE E,1967,N,2017/10/25 12:30:00+00,1389,1759,16056,15583,16100,Study,,307.065533710855
1669,11049,JAMES ST,620,Y,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,401.433451558656
1670,21629,SW 106TH ST,51,N,2018/01/25 13:00:00+00,515,464,5153,4845,5200,Study,,1375.36529024248
1671,"14885,12782,12784,12785,12783,12781","E UNION ST,SENECA ST",875,B,2015/01/05 00:00:00+00,,,9030,0,9000,Study - 13-15,,1674.87399278299
1672,"1023,1022,1024,1021",1ST AVE,1071,Y,2017/08/30 09:15:00+00,819,1149,12765,11968,12800,Study,,952.561638030952
1673,"587688,493234","SW KLICKITAT WAY,KLICKITAT AVE SW",405,N,2018/08/29 00:00:00+00,108,94,917,718,900,Study(Normalized),,302.671148692135
1674,"7330,7328,7326,7327,7329",5TH AVE NE,1813,N,2018/01/09 11:30:00+00,814,1253,12808,11522,12800,Study,,1990.83421325879
1675,22645,SW ORCHARD ST,181,N,2015/04/23 00:00:00+00,,,5677,5550,5700,Study - 13-15,,416.648057629793
1676,"9531,9538,9533,9537,9534,9532,9536,9539,9535",CALIFORNIA AVE SW,522,N,2017/11/01 12:30:00+00,444,548,6263,6050,6300,Study,,3909.96660315706
1677,"19302,19303,19292",S ALASKA ST,294,N,2017/10/19 10:30:00+00,850,934,12213,11816,12200,Study,,1004.97708195889
1678,12777,SENECA ST,786,Y,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,247.711174683776
1679,"10077,10076",DEXTER AVE N,1149,N,2018/06/22 00:00:00+00,1097,1432,18307,17720,17900,Study(Normalized),,311.401977187375
1680,"15385,15386,15384",N 39TH ST,1341,N,2018/04/18 00:00:00+00,223,230,2990,2924,3100,Study(Normalized),,636.930286401126
1681,"14249,14248,14246,14247",E JOHN ST,1082,N,2018/01/23 11:30:00+00,640,677,9745,9512,9700,Study,,1038.18655988327
1682,"9999,10000,9998",DENNY WAY,1072,B,1970/01/01 00:00:00+00,,,29884,30988,29900,Estimate,,644.64361444466
1683,163345,4TH AV NB ON RP,504,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,358.702592800629
1684,"11292,11294,11293,11291,16779","LATONA AVE NE,NE 42ND ST",1454,N,2018/03/20 00:00:00+00,162,236,1977,1830,1900,Study(Normalized),,2208.33653150682
1685,8533,9TH AVE N,1126,N,1970/01/01 00:00:00+00,,,4600,,4600,Estimate,,485.178274743537
1686,"8991,8990",AURORA AVE N,1887,N,1970/01/01 00:00:00+00,,,40500,,40500,Estimate,,2645.82351855637
1687,16859,NE 45TH ST,1436,N,1970/01/01 00:00:00+00,,,24000,,24000,Estimate,,260.005950153265
1688,"20126,20124,20128,20127,20125",S GRAHAM ST,209,N,2014/02/26 00:00:00+00,,,7126,7056,7100,Study - 13-15,,2337.58728743187
1689,"11346,11345",LEARY WAY NW,1476,N,2017/11/27 09:45:00+00,1970,2342,27187,25418,27200,Study,,748.94073701005
1690,"1219,1218,1217,1220",1ST AVE S,278,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,1454.14093124567
1691,"20246,20245",S HENDERSON ST,97,N,2018/01/11 14:00:00+00,325,366,4408,4263,4400,Study,,1341.84231665106
1692,1011,1ST AVE,824,Y,2018/07/30 00:00:00+00,1108,1377,17015,16548,16500,Study(Normalized),,427.95961820911
1693,"339395,164880,21715",ADMIRAL AVALON RP,2012,N,2017/12/20 09:30:00+00,267,351,3979,3843,4000,Study,,370.405566556386
1694,"10165,10164,10163",EASTLAKE AVE E,1966,N,2018/01/09 10:45:00+00,664,855,8988,7897,9000,Study,,1244.55785938505
1695,13498,WESTERN AVE,658,Y,2018/09/13 00:00:00+00,536,784,7315,7116,7700,Study(Normalized),,305.722559915223
1696,4396,3RD AVE,1067,Y,2018/08/28 00:00:00+00,108,117,1453,1406,1500,Study(Normalized),,187.642921822503
1697,"12523,12524",RENTON AVE S,120,N,2017/12/20 09:00:00+00,468,700,7928,7917,7900,Study,,1033.49750421608
1698,"12857,12856",SPRING ST,675,Y,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,316.126937122721
1699,10232,ELLIS AVE S,187,N,2017/11/02 11:30:00+00,860,837,10311,8779,10300,Study,,291.544518738695
1700,"18060,18061",NE RAVENNA BLVD,1669,N,2018/01/10 11:45:00+00,404,337,4669,4638,4700,Study,,1239.69752849622
1701,12772,SENECA ST,732,Y,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,322.099001226405
1702,1007,1ST AVE,756,Y,2017/10/02 09:45:00+00,1602,1851,21422,21167,21400,Study,,425.962601098067
1703,"2976,2975",20TH AVE NE,1724,N,2018/03/23 00:00:00+00,338,347,3196,2942,3100,Study(Normalized),,1323.47700406426
1704,12778,SENECA ST,792,Y,2018/08/08 00:00:00+00,653,733,8850,8000,8900,Study(Normalized),,322.144055076682
1705,"3368,3367,3363,3364,3366,3365","23RD AVE E,23RD AVE",1062,N,2017/11/01 12:15:00+00,1507,1497,18883,18105,18900,Study,,2272.62501267427
1706,12861,SPRING ST,717,Y,2018/06/15 00:00:00+00,605,601,9164,9086,8900,Study(Normalized),,322.090596249414
1707,21753,SW ANDOVER ST,349,N,1970/01/01 00:00:00+00,,,1500,,1500,Estimate,,259.775886917974
1708,19826,S DEARBORN ST,544,N,2017/11/01 09:30:00+00,639,695,9464,9092,9500,Study,,324.605076030793
1709,13761,YESLER WAY,614,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,69.019730903869
1710,14257,E JOHN ST,1088,N,2018/08/30 00:00:00+00,409,467,5715,5279,5700,Study(Normalized),,341.145981434302
1711,8157,7TH AVE,830,Y,2015/07/08 00:00:00+00,,,8598,7847,8600,Study - 13-15,,425.495258282869
1712,"23394,23396,23395,23393",WEST GREEN LAKE DR N,1718,N,2018/01/31 06:45:00+00,210,527,3755,3513,3800,Study,,2117.58716357487
1713,"18046,18047",NE PACIFIC ST,1323,N,1970/01/01 00:00:00+00,,,25500,,25500,Estimate,,1488.54735639085
1714,20485,S JACKSON ST,569,B,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,147.357047635548
1715,"2348,2349",16TH AVE SW,106,N,2015/05/05 00:00:00+00,,,5145,4887,5100,Study - 13-15,,1340.3357576376
1716,16120,N NORTHGATE WAY,1850,N,1970/01/01 00:00:00+00,,,45000,,45000,Estimate,,659.697865994442
1717,"3358,3357",23RD AVE,743,N,1970/01/01 00:00:00+00,,,16500,,16500,Estimate,,668.75904926675
1718,6131,4TH AVE,826,Y,2018/08/16 00:00:00+00,1483,1484,20257,19554,20300,Study(Normalized),,426.039249595133
1719,7882,6TH AVE,822,Y,2015/07/08 00:00:00+00,,,13754,13056,13800,Study - 13-15,,425.691767558145
1720,15795,N 65TH ST,1641,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,235.059698494466
1721,"3734,3733,3732,12469,12471,12476,12473,12475,12477,12474,12472,12470","25TH AVE NE,RAVENNA AVE NE",1763,N,2015/09/18 00:00:00+00,,,8455,7758,8500,Study - 13-15,,5023.74829044119
1722,11159,LAKE CITY WAY NE,1811,N,2018/10/01 00:00:00+00,,,34875,32469,34900,Study(Normalized),,1120.63296415492
1723,"7252,7262,7263",5TH AVE N,1102,N,2015/01/06 00:00:00+00,,,14827,7171,14800,Study - 13-15,,1332.67360053854
1724,16922,NE 50TH ST,2036,N,1970/01/01 00:00:00+00,,,25500,,25500,Estimate,,127.593954882486
1725,"16839,16838,15554,15551,15553,15550,15552","NE 45TH ST,N 45TH ST",1458,N,2015/08/14 00:00:00+00,,,22547,16875,22500,Study - 13-15,,1857.80421461148
1726,11911,MONTLAKE BLVD NE,1412,N,2015/10/21 00:00:00+00,,,43595,38367,43600,Study - 13-15,,2966.82955884895
1727,"20105,20098,20101,20099,20100,20102,20097,20103,20106,20104",S GENESEE ST,315,N,2015/07/15 00:00:00+00,,,10955,10584,11000,Study - 13-15,,3519.92921735001
1728,"12762,12760,12763,12761",SEAVIEW AVE NW,1761,N,2015/11/16 00:00:00+00,,,2570,3052,2600,Study - 13-15,,5969.79233364329
1729,7879,6TH AVE,781,Y,2018/07/26 00:00:00+00,1373,1070,16705,15866,16200,Study(Normalized),,306.001341033119
1730,"3345,3343,3344",22ND AVE W,1350,N,2018/04/25 00:00:00+00,91,84,960,902,1000,Study(Normalized),,2015.98038081949
1731,13318,VIRGINIA ST,991,Y,2018/04/11 00:00:00+00,595,683,7731,7330,7900,Study(Normalized),,321.910933266796
1732,13216,UNIVERSITY WAY NE,1385,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,231.282065250536
1733,8650,SEATTLE BLVD S,547,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,420.454585595815
1734,"1653,587356,1652",12TH AVE S,581,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,616.982845437743
1735,"16882,3257,3258,3261,3260,3259,618031","NE 45TH ST,22ND AVE NE",1538,N,2018/04/10 00:00:00+00,210,226,2693,2663,2800,Study(Normalized),,2721.47705197009
1736,"487404,487402",M L KING JR WAY S,123,N,1970/01/01 00:00:00+00,,,10000,,20000,Estimate,Combined,1053.45427726249
1737,"23738,23546,23547","W SMITH ST,W MCGRAW PL",1254,N,2018/07/19 00:00:00+00,347,340,4722,4708,4600,Study(Normalized),,1034.13313531006
1738,11588,MADISON ST,755,Y,1970/01/01 00:00:00+00,,,22000,,22000,Estimate,,322.322361687875
1739,"13262,13261",VALLEY ST,1171,N,2018/01/09 10:30:00+00,257,312,2981,2795,3000,Study,,654.050748455658
1740,"11241,11240,11244,11242,11245,163399,11243",LAKE WASHINGTON BLVD S,306,N,2017/11/14 11:15:00+00,205,229,2545,2423,2500,Study,,5106.20118885378
1741,9482,BROOKLYN AVE NE,1481,N,2018/10/25 00:00:00+00,214,334,4035,3989,4000,Study(Normalized),,664.951111240014
