X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
-122.358232888448,47.7178022702528,14889,3103,1265076.02692,265550.82874,36210,13,224103,NW,1ST AVE NW AND NW 122ND ST,0, ,NONE,-122.358232889802,47.7178022702346
-122.325542787752,47.6700974408597,14890,6804,1272783.99775,247995.25727,25839,13,14530,LKUN-NW,LATONA AVE NE AND NE 57TH ST,3, ,NONE,-122.325542789105,47.6700974408419
-122.403337364593,47.677611911024,14891,5941,1253676.41219,251117.03135,23841,13,1330,BLRD,35TH PL NW AND DEAD END,0, ,NONE,-122.403337365946,47.6776119110052
-122.350349352935,47.7223137768851,14892,2904,1267048.67563,267157.80525,35831,13,219724,NW,FREMONT AVE N AND N 128TH ST,0, ,NONE,-122.350349354289,47.722313776867
-122.32357071814,47.6109806807389,14893,11883,1272852.24351,226426.1311,29770,13,40147,E,SPRING ST AND SUMMIT AVE,0, ,NONE,-122.323570719491,47.6109806807211
-122.398224169832,47.5630093849443,14894,15161,1254085.78128,209296.9906,31769,13,53344,SW,51ST PL SW AND SW OREGON ST,0, ,NONE,-122.398224171182,47.5630093849256
-122.381456215203,47.5611074669912,14895,15298,1258210.83703,208519.65198,31920,13,54348,SW,FAUNTLEROY WAY SW AND SW ALASKA ST,1, ,CITY,-122.381456216553,47.5611074669727
-122.36093164675,47.7332189562396,14896,2431,1264523.45809,271186.39073,35584,13,218104,NW,3RD AVE NW AND NW 144TH ST,3, ,NONE,-122.360931648104,47.7332189562213
-122.295143418923,47.6775962303673,14897,6063,1280324.47392,250586.32389,24690,13,6344,NE,30TH AVE NE AND NE 68TH ST,0, ,NONE,-122.295143420276,47.6775962303498
-122.317780122458,47.6583692903295,14898,8070,1274613.71679,243681.03825,27086,13,23126,NE,ROOSEVELT WAY NE AND NE 42ND N ST,1, ,CITY,-122.317780123811,47.6583692903118
-122.40691766157,47.6462992409171,14899,9031,1252561.06499,239715.64254,27444,13,26108,MGNL-QA,39TH AVE W AND W FULTON ST,0, ,NONE,-122.406917662922,47.6462992408984
-122.304719381602,47.6213876652922,14900,11163,1277573.89804,230132.0744,29362,13,37724,CNTRL-E,21ST AVE E AND E THOMAS N ST,0, ,NONE,-122.304719382954,47.6213876652747
-122.338684463171,47.65315951978,14901,8591,1269425.87294,241881.12196,26876,13,22321,LKUN,WOODLAWN AVE N AND N 38TH N ST,0, ,NONE,-122.338684464524,47.6531595197621
-122.332062246588,47.6034838895284,14902,12314,1270704.83487,223732.75484,30481,13,44506,DWNTN,3RD AVE AND CHERRY ST,1, ,CITY,-122.332062247939,47.6034838895105
-122.392219878731,47.5593423782075,14903,15415,1255540.78851,207929.58529,32847,13,61505,SW,47TH AVE SW AND SW EDMUNDS ST,0, ,NONE,-122.392219880081,47.5593423781888
-122.266434452302,47.6829563811939,14904,5599,1287432.0249,252408.17093,24997,13,8705,NE,58TH AVE NE AND NE 75TH ST,0, ,NONE,-122.266434453656,47.6829563811768
-122.321351806671,47.639543311478,14905,9746,1273600.90655,236832.25079,28238,13,30309,E,BROADWAY E AND E LYNN ST,0, ,NONE,-122.321351808023,47.6395433114602
-122.417937693291,47.6541146853425,14906,8377,1249903.9368,242621.5779,26401,13,19501,MGNL-QA,W EMERSON ST AND W ROBERTS WAY,0, ,NONE,-122.417937694644,47.6541146853236
-122.357439127108,47.6759992528966,14907,6150,1264969.40932,250301.61656,25240,13,12102,NW,1ST AVE NW AND NW 65TH ST,3, ,NONE,-122.357439128461,47.6759992528784
-122.300332043012,47.5463720777298,14908,16558,1278134.10028,202753.32647,167336,13,65463,GRDWM,BEACON ER AVE S AND S GRAHAM ST,2, ,CITY,-122.300332044362,47.5463720777123
-122.277230616026,47.649293999205,14909,8959,1284542.78253,240181.15217,27384,13,25326,NE,WEBSTER POINT RD NE AND WEST LAURELHURST DR NE,0, ,NONE,-122.277230617378,47.6492939991878
-122.283793578246,47.6995398416256,14910,4189,1283270.83705,258536.28716,37894,13,235539,N,41ST PL NE AND DEAD END 1,0, ,NONE,-122.283793579599,47.6995398416083
-122.31940725539,47.6031011553598,14911,12359,1273823.52799,223532.63273,30394,13,44101,E,10TH AVE AND DEAD END 1,1, ,NONE,-122.319407256741,47.6031011553421
-122.376213773011,47.669442473461,14912,6801,1260297.14359,248002.56735,25415,13,12538,BLRD,15TH AVE NW AND NW 56TH ST,1, ,NONE,-122.376213774364,47.6694424734426
-122.390397419558,47.5396732016993,14913,16982,1255845.52247,200747.31917,33883,13,68557,SW,SYLVAN LN SW AND SW MYRTLE ST,0, ,NONE,-122.390397420908,47.5396732016807
-122.35958011001,47.6414301546374,14914,9511,1264192.00542,237704.92714,27802,13,28146,MGNL-QA,2ND AVE W AND W SMITH ST,0, ,NONE,-122.359580111362,47.6414301546192
-122.351450703517,47.7068876481183,14915,3631,1266666.65169,261537.30861,36413,13,225725,NW,EVANSTON AVE N AND N 107TH ST,0, ,NONE,-122.351450704871,47.7068876481001
-122.389357991905,47.5921477573376,14916,12867,1256489.20298,219879.09314,35567,13,147705,SW,CALIFORNIA LN SW AND DEAD END,0, ,NONE,-122.389357993256,47.5921477573191
-122.294055965133,47.7155528776684,14917,3257,1280855.10124,264424.04883,36619,13,227121,N,32ND AVE NE AND NE 120TH ST,0, ,NONE,-122.294055966487,47.715552877651
-122.344956849076,47.7213917781305,14918,2958,1268369.10213,266795.43956,35840,13,219733,NW,AURORA AVE N AND N 127TH ST,1, ,NONE,-122.34495685043,47.7213917781124
-122.357775444638,47.5246997703201,14919,18073,1263793.40267,195125.29574,34859,13,76302,DLRD,18TH AVE SW AND SW TRENTON ST,0, ,NONE,-122.357775445987,47.5246997703019
-122.358008896836,47.6257180744107,14920,10823,1264465.72318,231967.15127,28617,13,34176,MGNL-QA,1ST AVE W AND W ROY ST,2, ,NONE,-122.358008898187,47.6257180743925
-122.26763503807,47.5518775799881,14921,16168,1286245.26778,204608.98189,33705,13,67713,SE,52ND TER S AND S FINDLAY ST,0, ,NONE,-122.267635039419,47.5518775799709
-122.39690667456,47.6964135138151,14922,4328,1255399.60272,257941.55283,37027,13,230711,BLRD,31ST AVE NW AND NW 93RD ST,0, ,NONE,-122.396906675914,47.6964135137964
-122.273204090923,47.5593997899323,14923,15523,1284921.59904,207378.01972,33420,13,66108,SE,48TH AVE S AND S ANGELINE ST,0, ,NONE,-122.273204092273,47.5593997899151
-122.270035391774,47.5359298584285,14924,17340,1285544.02413,198803.88262,34478,13,73333,SE,RAINIER AVE S AND S FONTANELLE ST,1, ,NONE,-122.270035393124,47.5359298584114
-122.323641157922,47.6060183963371,14925,12173,1272799.82111,224616.73871,29815,13,40343,E,JAMES ST AND TERRY AVE,1, ,NONE,-122.323641159273,47.6060183963193
-122.350008449092,47.6987292755769,14926,4191,1266963.03288,258554.98515,37417,13,232538,NW,FREMONT AVE N AND N 96TH ST,0, ,NONE,-122.350008450446,47.6987292755588
-122.391386559941,47.6986161862939,14927,4171,1256774.96503,258717.28019,37009,13,230525,BLRD,NW 96TH ST AND DEAD END 2,0, ,NONE,-122.391386561295,47.6986161862752
-122.27996361085,47.629741465039,14928,10604,1283735.20621,233062.97335,29402,13,38109,E,41ST AVE E AND E HIGHLAND DR,0, ,NONE,-122.279963612202,47.6297414650217
-122.340188079258,47.5190836486671,14929,18460,1268097.8069,192991.54879,34980,13,77309,DLRD,4TH AVE SW AND SW CAMBRIDGE ST,0, ,NONE,-122.340188080607,47.5190836486491
-122.364289772017,47.555281706929,14930,15787,1262406.11255,206310.25473,32942,13,62251,DLRD,25TH AVE SW AND PUGET BLVD SW,0, ,NONE,-122.364289773367,47.5552817069107
-122.302593646917,47.5883746525305,14931,13191,1277868.14675,218082.25679,31514,13,52501,SE,23RD AVE S AND S MASSACHUSETTS ST,1, ,CITY,-122.302593648268,47.5883746525129
-122.38421207101,47.5937457921482,14932,12794,1257770.46148,220436.25231,35558,13,147304,SW,ELM PL SW AND SW CALIFORNIA PL,0, ,NONE,-122.38421207236,47.5937457921297
-122.295762921978,47.5472868518413,14933,16497,1279268.6718,203065.46778,33284,13,65341,GRDWM,S BATEMAN ST AND DEAD END 1,0, ,NONE,-122.295762923328,47.5472868518238
-122.327285177291,47.6589635346744,14934,8005,1272275.94655,243943.08318,27202,13,23524,LKUN,2ND AVE NE AND NE 43RD ST,0, ,NONE,-122.327285178643,47.6589635346565
-122.39498914946,47.555254155662,14935,15747,1254826.91357,206452.51393,32875,13,61536,SW,49TH AVE SW AND SW BRUCE ST,3, ,NONE,-122.39498915081,47.5552541556434
-122.392747998447,47.5241981748524,14936,18076,1255150.66986,195115.48659,34832,13,75851,SW,FAUNTLEROY ER WAY SW AND SW CONCORD ST,0, ,NONE,-122.392747999796,47.5241981748338
-122.314020958415,47.724454243305,14937,2840,1276003.72511,267764.28871,35878,13,220314,N-NW,NE BROCKMAN PL AND DEAD END,0, ,NONE,-122.31402095977,47.7244542432873
-122.384738960568,47.6759678356453,14938,6110,1258245.05757,250424.53906,23946,13,2352,BLRD,22ND AVE NW AND NW 65TH W ST,2, ,NONE,-122.384738961921,47.6759678356267
-122.275372121418,47.5544591153285,14939,15957,1284352.62061,205586.17383,33474,13,66165,SE,46TH AVE S AND S BENNETT ST,0, ,NONE,-122.275372122768,47.5544591153113
-122.325859621746,47.6050900042171,14940,12225,1272246.09004,224288.76252,29961,13,40759,E,8TH AVE AND JAMES ST,1, ,CITY,-122.325859623098,47.6050900041993
-122.288233990764,47.6598385861023,14941,7973,1281903.84109,244077.84542,27405,13,25516,NE,37TH AVE NE AND NE 43RD ST,0, ,NONE,-122.288233992117,47.6598385860849
-122.343745570837,47.6642912483101,14942,7364,1268258.42181,245965.25227,25536,13,13338,LKUN-NW,MIDVALE AVE N AND N 49TH ST,0, ,NONE,-122.34374557219,47.6642912482921
-122.27813279402,47.548943152652,14943,16388,1283633.2711,203587.28436,33531,13,66345,SE,44TH AVE S AND S KENNY ST,0, ,NONE,-122.27813279537,47.5489431526347
-122.341903389218,47.6970727111307,14944,4335,1268946.65554,257911.61568,37324,13,232308,NW,STONE AVE N AND N 94TH ST,0, ,NONE,-122.341903390572,47.6970727111127
-122.282025697874,47.6403902272231,14945,9717,1283299.95424,236956.14941,28508,13,32512,E,40TH AVE E AND E MCGRAW ST,0, ,NONE,-122.282025699226,47.6403902272058
-122.352721362567,47.6635915982808,14946,7432,1266042.07851,245753.6291,25668,13,13732,LKUN-NW,DAYTON AVE N AND N 48TH ST,0, ,NONE,-122.35272136392,47.6635915982626
-122.315134473719,47.5943753838284,14947,12810,1274816.1493,220330.04124,30452,13,44318,GRDWM,STURGUS AVE S AND S CHARLES ST,0, ,NONE,-122.31513447507,47.5943753838107
-122.280778790052,47.5511899516514,14948,16221,1282995.3511,204418.97127,33513,13,66326,SE,42ND AVE S AND S ORCAS ST,2, ,NONE,-122.280778791401,47.5511899516342
-122.342650996908,47.6078415374761,14949,46223,1268124.27013,225373.01699,269152,13,39476,DWNTN,ALASKAN WAY AND PIKE ST,1, ,NONE,-122.342650998259,47.6078415374581
-122.267551694792,47.5014161457098,14950,19791,1285922.82733,186205.23352,38386,13,316502,SE,53RD AVE S AND S AVON ST,0, ,NONE,-122.26755169614,47.5014161456927
-122.352602955568,47.6803137072737,14951,5738,1266191.66085,251851.51941,24333,13,4722,NW,DAYTON AVE N AND N 71ST ST,0, ,NONE,-122.352602956922,47.6803137072556
-122.347215986807,47.6898362152807,14952,4928,1267586.72773,255298.18591,24263,13,4502,NW,LINDEN AVE N AND N 84TH ST,3, ,NONE,-122.34721598816,47.6898362152626
-122.286784269625,47.7047357288898,14953,3812,1282570.32198,260445.12787,36857,13,228741,N,39TH AVE NE AND NE 105TH ST,0, ,NONE,-122.286784270979,47.7047357288725
-122.394260108451,47.5122734810771,14954,18894,1254688.92189,190774.24473,38069,13,300531,SW,51ST AVE SW AND DEAD END 5,0, ,NONE,-122.3942601098,47.5122734810584
-122.373139091305,47.7181914284812,14955,3061,1261410.32324,265765.80935,36276,13,224506,NW,NW 122ND ST AND DEAD END,0, ,NONE,-122.373139092659,47.7181914284628
-122.333270653906,47.5777270921123,14956,13901,1270223.67135,214345.16725,31374,13,51714,GRDWM,OCCIDENTAL AVE S AND S FOREST ST,0, ,NONE,-122.333270655256,47.5777270920944
-122.394368989111,47.683086109501,14957,5418,1255925.79639,253068.48095,23987,13,2533,BLRD,29TH AVE NW AND NW 75TH ST,0, ,NONE,-122.394368990465,47.6830861094823
-122.401069876261,47.6748497259237,14958,6191,1254214.36291,250098.30239,25015,13,10103,BLRD,34TH AVE NW AND NW 64TH ST,0, ,NONE,-122.401069877614,47.674849725905
-122.281457517518,47.6557827740144,14959,8399,1283545.64717,242567.19044,27428,13,25544,NE,43RD AVE NE AND NE 38TH ST,0, ,NONE,-122.28145751887,47.6557827739971
-122.288776830579,47.5323718453224,14960,17612,1280890.79865,197593.26297,34583,13,73739,GRDWM,BEACON WR AVE S AND S CHICAGO ST,3, ,NONE,-122.288776831928,47.532371845305
-122.362024589108,47.6960495780071,14961,4396,1263985.24958,257636.25747,37153,13,231312,NW,4TH AVE NW AND NW 92ND ST,0, ,NONE,-122.362024590461,47.6960495779889
-122.327829842383,47.5394365676785,14962,17058,1271295.10277,200354.63514,34248,13,71704,GRDWM,S MYRTLE ST AND DEAD END 3 ,0, ,NONE,-122.327829843733,47.5394365676606
-122.2945113026,47.5966873870358,14963,12714,1279919.84057,221075.93359,30706,13,45405,CNTRL,S LANE ST AND DEAD END 3,0, ,NONE,-122.294511303951,47.5966873870183
-122.334214908408,47.5527123694863,14964,16041,1269812.71045,205226.95233,33038,13,63307,GRDWM,1ST AVE S AND S FINDLAY ST,1, ,NONE,-122.334214909758,47.5527123694684
-122.382588372106,47.696616053761,14965,4327,1258926.37546,257944.11052,36945,13,230310,BLRD,21ST AVE NW AND NW 93RD ST,0, ,NONE,-122.38258837346,47.6966160537426
-122.334309131751,47.5482713836785,14966,16383,1269757.854,203607.79815,33046,13,63315,GRDWM,1ST AVE S AND EAST MARGINAL WAY S,1, ,CITY,-122.3343091331,47.5482713836606
-122.31303745148,47.6345541434012,14967,10168,1275615.25893,234973.19133,28275,13,30356,E,15TH AVE E AND E OLIN S PL,2, ,NONE,-122.313037452832,47.6345541433835
-122.373593085594,47.6643910835699,14968,7305,1260905.84042,246147.42827,25448,13,12731,BLRD,14TH AVE NW AND NW 49TH ST,3, ,NONE,-122.373593086947,47.6643910835515
-122.346170625054,47.6166906354757,14969,11498,1267319.67057,228617.28297,29673,13,39528,DWNTN,4TH AVE AND WALL ST,1, ,CITY,-122.346170626405,47.6166906354576
-122.297914264858,47.7072559963021,14970,3652,1279847.88972,261416.22266,36674,13,227329,N,28TH AVE NE AND DEAD END 2,0, ,NONE,-122.297914266212,47.7072559962846
-122.376633937913,47.5311769213834,14971,17619,1259182.28868,197580.32192,34659,13,75101,SW,35TH AVE SW AND SW MONROE ST,1, ,NONE,-122.376633939263,47.5311769213649
-122.357849903452,47.6631950462807,14972,7464,1264775.7146,245634.00005,25377,13,12453,LKUN,1ST LOWER AVE NW AND NW 47TH ST,0, ,NONE,-122.357849904805,47.6631950462625
-122.361860750808,47.6741702241962,14973,6333,1263867.08177,249656.18373,25260,13,12122,BLRD-NW,4TH AVE NW AND NW 62ND ST,0, ,NONE,-122.361860752161,47.674170224178
-122.399629325664,47.639107348469,14974,9683,1254303.84925,237056.18372,27494,13,26301,MGNL-QA,CLISE PL W AND W LYNN ST,2, ,NONE,-122.399629327016,47.6391073484503
-122.288461028662,47.689134881498,14975,5049,1282049.95027,254763.28313,24882,13,7501,NE,37TH AVE NE AND DEAD END 2,0, ,NONE,-122.288461030016,47.6891348814806
-122.267171257818,47.5397935328068,14976,17096,1286277.65434,200199.77664,34638,13,74654,SE,52ND AVE S AND S FRONTENAC ST,0, ,NONE,-122.267171259168,47.5397935327897
-122.28529688588,47.6948073037595,14977,4594,1282868.15417,256817.30451,37921,13,235724,NE,40TH AVE NE AND DEAD END 2,0, ,NONE,-122.285296887234,47.6948073037422
-122.379325052288,47.529080511676,14978,17739,1258502.24337,196829.12269,34683,13,75126,SW,37TH AVE SW AND SW ROSE ST,0, ,NONE,-122.379325053637,47.5290805116575
-122.332041867377,47.6135279305743,14979,11717,1270781.20683,227395.67862,29880,13,40535,DWNTN,9TH AVE AND PINE ST,1, ,CITY,-122.332041868728,47.6135279305564
-122.337781409969,47.7163617834764,14980,3185,1270099.06181,264926.40839,36330,13,225115,NW,N 121ST ST AND DEAD END,0, ,NONE,-122.337781411323,47.7163617834584
-122.342271181794,47.7221726837681,14981,2919,1269035.61093,267067.26087,35764,13,219313,NW,STONE AVE N AND N 128TH ST,0, ,NONE,-122.342271183148,47.72217268375
-122.352500485326,47.7250475712729,14982,2797,1266538.99166,268165.25255,35820,13,219709,NW,BITTER PL N AND DEAD END,0, ,NONE,-122.35250048668,47.7250475712547
-122.38755890971,47.7000961149889,14983,4061,1257728.22634,259237.94041,36911,13,230143,BLRD,24TH AVE NW AND NW 98TH S ST,3, ,NONE,-122.387558911063,47.7000961149704
-122.318215365561,47.6187590090715,14984,11357,1274227.70949,229237.33417,29065,13,36380,E,11TH AVE AND E DENNY WAY,0, ,NONE,-122.318215366912,47.6187590090538
-122.287942254954,47.6938124900784,14985,4657,1282209.94669,256466.79673,37927,13,235730,NE,38TH AVE NE AND NE 90TH ST,0, ,NONE,-122.287942256307,47.6938124900611
-122.281389886255,47.6591550699386,14986,8045,1283585.4567,243796.75691,27408,13,25519,NE,43RD AVE NE AND NE 42ND ST,0, ,NONE,-122.281389887608,47.6591550699213
-122.304414705579,47.7120908616615,14987,3413,1278281.43519,263210.02183,36735,13,227702,N,23RD AVE NE AND NE 115TH ST,0, ,NONE,-122.304414706933,47.7120908616439
-122.278915304497,47.7011168164076,14988,4089,1284482.67398,259088.81171,37799,13,235120,NE,46TH AVE NE AND NE 100TH ST,0, ,NONE,-122.278915305851,47.7011168163904
-122.332410901642,47.5510939596073,14989,16162,1270246.60792,204628.04263,33185,13,64725,GRDWM,2ND AVE S AND S MEAD ST,0, ,NONE,-122.332410902992,47.5510939595894
-122.361177776323,47.5683502957398,14990,14829,1263269.03249,211061.00776,32044,13,55304,DLRD,22ND AVE SW AND SW ANDOVER ST,3, ,NONE,-122.361177777673,47.5683502957216
-122.38563876907,47.5174941331519,14991,18516,1256857.50045,192635.07519,34759,13,75351,SW,FOREST CT SW AND SW ROXBURY ST,0, ,NONE,-122.385638770419,47.5174941331334
-122.337161089473,47.6208689723965,14992,11174,1269571.1061,230097.55459,28794,13,35340,LKUN,TERRY AVE N AND THOMAS ST,0, ,NONE,-122.337161090825,47.6208689723786
-122.308743706054,47.5795776625579,14993,13786,1276289.25343,214903.04629,31609,13,52721,GRDWM,19TH AVE S AND S LANDER W ST,0, ,NONE,-122.308743707404,47.5795776625403
-122.307642788,47.6757795358841,14994,6222,1277233.14668,249982.51359,24798,13,6743,NE,19TH AVE NE AND NE 65TH ST,2, ,NONE,-122.307642789353,47.6757795358665
-122.391485094786,47.5553253308447,14995,15746,1255692.50999,206460.93351,32873,13,61534,SW,ERSKINE WAY SW AND SW DAWSON S ST,3, ,NONE,-122.391485096136,47.5553253308261
-122.30977711184,47.673811952897,14996,6435,1276693.66994,249275.01842,25980,13,15514,NE,17TH AVE NE AND NE 62ND ST,0, ,NONE,-122.309777113193,47.6738119528794
-122.355394996894,47.6670742734273,14997,7091,1265408.50897,247036.75947,25641,13,13705,NW,GREENWOOD AVE N AND N 53RD ST,0, ,NONE,-122.355394998247,47.6670742734091
-122.307055378169,47.6455655854542,14998,9201,1277166.79225,238960.74897,28387,13,31505,NE,19TH AVE E AND E HAMLIN ST,0, ,NONE,-122.307055379521,47.6455655854366
-122.289254766802,47.6775996950089,14999,6073,1281774.8944,250560.08901,24962,13,7744,NE,36TH AVE NE AND NE 68TH ST,0, ,NONE,-122.289254768155,47.6775996949915
-122.345675810614,47.6777780284942,15000,6011,1267879.55282,250893.16012,24356,13,4745,NW,AURORA AVE N AND N 67TH ST,1, ,NONE,-122.345675811967,47.6777780284761
-122.36731448522,47.6928095692977,15001,4651,1262659.25892,256480.56671,37259,13,231735,BLRD,DIBBLE AVE NW AND NW 88TH ST,0, ,NONE,-122.367314486573,47.6928095692794
-122.270692104867,47.5570753084373,15002,15723,1285525.88474,206518.68455,33441,13,66129,SE,50TH AVE S AND WILSON AVE S,2, ,NONE,-122.270692106217,47.5570753084201
-122.27166564468,47.6812110577658,15003,5747,1286131.79066,251795.68556,24833,13,7323,NE,52ND AVE NE AND NE 73RD ST,0, ,NONE,-122.271665646033,47.6812110577486
-122.317887735743,47.6478226030133,15004,9015,1274512.99308,239835.19659,27165,13,23329,NE,FUHRMAN AVE E AND E GWINN PL,3, ,NONE,-122.317887737096,47.6478226029956
-122.40297828536,47.6413503056027,15005,9460,1253495.08688,237890.98769,27478,13,26152,MGNL-QA,PIEDMONT PL W AND W SMITH ST,0, ,NONE,-122.402978286712,47.641350305584
-122.330913818714,47.6715875810956,15006,6649,1271471.49112,248564.41106,25834,13,14525,LKUN-NW,CORLISS AVE N AND N 59TH ST,0, ,NONE,-122.330913820067,47.6715875810778
-122.369072157565,47.6311155110448,15007,10421,1261777.41751,233989.79984,28686,13,34515,MGNL-QA,9TH AVE W AND W LEE ST,0, ,NONE,-122.369072158917,47.6311155110265
-122.362939913372,47.6600181810417,15008,7854,1263498.66935,244500.30405,26613,13,21122,LKUN-BLRD,5TH AVE NW AND NW BRIGHT ST,0, ,NONE,-122.362939914725,47.6600181810235
-122.31157476593,47.6000058805642,15009,12548,1275733.7662,222366.58012,30740,13,45528,CNTRL,16TH AVE S AND S MAIN ST,0, ,NONE,-122.311574767281,47.6000058805465
-122.41333090625,47.5726116259268,15010,14239,1250428.74832,212875.01685,31809,13,53651,SW,63RD AVE SW AND BEACH DR SW,2, ,NONE,-122.4133309076,47.572611625908
-122.36618386399,47.666419731778,15011,7130,1262745.92439,246850.81259,25433,13,12715,BLRD,8TH AVE NW AND NW 52ND ST,2, ,NONE,-122.366183865343,47.6664197317597
-122.360218399598,47.5647739054404,15012,15093,1263479.94142,209752.02267,32066,13,55330,DLRD,21ST AVE SW AND SW GENESEE ST,0, ,NONE,-122.360218400949,47.5647739054222
-122.271899946725,47.6910606183582,15013,4911,1286141.24167,255388.92255,37838,13,235344,NE,53RD AVE NE AND 53RD CT NE,0, ,NONE,-122.271899948079,47.6910606183411
-122.363675644346,47.6347421390063,15014,10114,1263134.06699,235285.90173,27847,13,28334,MGNL-QA,5TH AVE W AND W BLAINE ST,0, ,NONE,-122.363675645698,47.634742138988
-122.392976901037,47.5431481527545,15015,16703,1255234.20368,202027.49991,33859,13,68525,SW,MURRAY AVE SW AND SW HOLLY ST,0, ,NONE,-122.392976902386,47.5431481527359
-122.371066776297,47.7075733773333,15016,3587,1261842.94634,261883.27341,36308,13,224720,BLRD,12TH AVE NW AND NW WOODBINE PL,0, ,NONE,-122.371066777651,47.7075733773149
-122.39835152606,47.6830853391175,15017,5411,1254945.00714,253088.12281,23984,13,2530,BLRD,32ND AVE NW AND NW 75TH ST,3, ,NONE,-122.398351527413,47.6830853390988
-122.409811894508,47.6402051590902,15018,9559,1251802.26307,237507.79793,27567,13,26548,MGNL-QA,43RD AVE W AND W PARKMONT SR PL,0, ,NONE,-122.40981189586,47.6402051590713
-122.363659338557,47.6359549358293,15019,10021,1263146.8826,235728.12049,27840,13,28327,MGNL-QA,5TH AVE W AND W HOWE ST,0, ,NONE,-122.363659339909,47.635954935811
-122.351675727196,47.5342648433995,15020,17387,1265369.01457,198583.82784,34150,13,70726,DLRD,13TH AVE SW AND SW HOLDEN ST,1, ,NONE,-122.351675728545,47.5342648433814
-122.30205180743,47.642447221609,15021,9479,1278378.23852,237799.90673,28402,13,31521,NE,24TH AVE E AND EAST MONTLAKE PL E,1, ,NONE,-122.302051808783,47.6424472215914
-122.382178356136,47.6868420796456,15022,5130,1258955.57508,254377.58482,23877,13,2118,BLRD,20TH AVE NW AND NW 80TH ST,2, ,NONE,-122.38217835749,47.6868420796271
-122.277652596834,47.6901596138768,15023,4982,1284718.536,255086.85996,37847,13,235356,NE,INVERNESS DR NE AND DEAD END,0, ,NONE,-122.277652598188,47.6901596138596
-122.372538605281,47.6429503515186,15024,9336,1261009.20964,238322.9521,27898,13,28551,MGNL-QA,12TH AVE W AND W RAYE ST,0, ,NONE,-122.372538606633,47.6429503515002
-122.319408426421,47.6035189561288,15025,12319,1273826.18194,223685.00905,29837,13,40370,E,10TH AVE AND E SPRUCE ST,0, ,NONE,-122.319408427773,47.6035189561111
-122.281471337754,47.7086233769664,15026,3595,1283904.91885,261838.30061,36844,13,228722,N,BARTLETT AVE NE AND NE 110TH ST,3, ,NONE,-122.281471339108,47.7086233769491
-122.363158809566,47.5282820450398,15027,17816,1262489.55678,196458.11827,34841,13,76109,DLRD,24TH AVE SW AND SW THISTLE ST,2, ,NONE,-122.363158810916,47.5282820450216
-122.267270709027,47.5518760417596,15028,16170,1286335.21031,204606.74445,33706,13,67714,SE,52ND AVE S AND S FINDLAY ST,0, ,NONE,-122.267270710377,47.5518760417425
-122.285328734939,47.6350969389998,15029,10163,1282449.39245,235041.0298,614004,13,82057,E,37TH AVE E AND DEAD END 3,0, , ,-122.285328736291,47.6350969389824
-122.340207681356,47.6364784446771,15030,9984,1268931.39128,235804.95402,28039,13,29453,LKUN,NEWTON ST AND WESTLAKE EAST RDWY AVE N,0, ,NONE,-122.340207682708,47.6364784446591
-122.343365392563,47.6422629052899,15031,9450,1268194.42872,237929.77834,27999,13,29103,MGNL-QA,WESTLAKE AVE N AND HALLADAY ST,1, ,NONE,-122.343365393915,47.6422629052719
-122.28682762888,47.5806786011433,15032,47524,1281705.02022,215201.63061,614611,13,82058,SE,CASCADIA AVE S AND MOUNT BAKER DR S,0, , ,-122.286827630231,47.5806786011259
-122.301615826917,47.7045443805395,15033,3853,1278917.83327,260444.66118,37612,13,234102,N,24TH AVE NE AND LAKE CITY WAY NE ,1, ,HALFPED,-122.30161582827,47.704544380522
-122.290451807383,47.6116108069039,15034,11866,1281024.32902,226499.51145,30280,13,42578,CNTRL,33RD AVE AND E SPRING W ST,0, ,NONE,-122.290451808735,47.6116108068865
-122.313920704844,47.573180376321,15035,14292,1274966.84882,212594.51073,32239,13,57111,GRDWM,HINDS PL S AND S HINDS S ST,0, ,NONE,-122.313920706194,47.5731803763034
-122.301822828138,47.5692538275831,15036,14805,1277925.24575,211105.28859,32449,13,58254,GRDWM,24TH AVE S AND S BRADFORD ST,0, ,NONE,-122.301822829488,47.5692538275655
-122.301174583171,47.5692420166911,15037,14808,1278085.16127,211097.92833,32448,13,58253,GRDWM,S BRADFORD ST AND DEAD END 3,0, ,NONE,-122.301174584521,47.5692420166736
-122.317264525469,47.5354900869285,15038,17329,1273876.51999,198864.86797,34213,13,71451,GRDWM,S WEBSTER ST AND DEAD END 1,0, ,NONE,-122.317264526819,47.5354900869108
-122.314853570343,47.5342819842191,15039,17481,1274463.48421,198412.80218,34212,13,71323,GRDWM,14TH AVE S AND DEAD END 2 ,0, ,NONE,-122.314853571693,47.5342819842014
-122.350668044783,47.5715043922257,15040,46805,1265885.69989,212159.95918,493209,13,56669,GRDWM,WEST SEATTLE BRIDGE TRL AND WEST SEATTLE BR NR TRL,0, ,NONE,-122.350668046133,47.5715043922076
-122.376167511103,47.6424486915396,15041,47347,1260111.15114,238157.91274,587907,13,82003,MGNL-QA,15TH AVE W AND GILMAN DR W,1, ,CITY,-122.376167512455,47.6424486915212
